activity,sport_and_discipline
Overall Body,EXERCISE AND FITNESS
P90X,EXERCISE AND FITNESS
PT - Start Up,EXERCISE AND FITNESS
PT in Tameside,EXERCISE AND FITNESS
PWR-Beatz,EXERCISE AND FITNESS
Padel Tennis,TENNIS PADEL TENNIS
Paintball,No Match
Para-Badminton,BADMINTON
Parent And Toddler Workout,EXERCISE AND FITNESS
ParkPlay,No Match
Parkour,PARKOUR
Party,No Match
Party Fitness,EXERCISE AND FITNESS
Personal Profiling,No Match
Personal Programme,EXERCISE AND FITNESS
Personal Results,No Match
Personal Training,EXERCISE AND FITNESS
Personal Workout,EXERCISE AND FITNESS
Petanque,PETANQUE
Phase IV,No Match
Phase IV Cardiac Rehabilitation,EXERCISE AND FITNESS
Physiotherapy,No Match
Pickleball,No Match
Pickleball (Pre Scheduled),No Match
Pickleball 55 Minutes ,No Match
Pickleball 60mins,No Match
Pickleball Court,No Match
Pilates,EXERCISE AND FITNESS
Pilates - Active Ageing,EXERCISE AND FITNESS
Pilates/Yoga,YOGA
Pitch & Putt,GOLF
Pitch Hire,No Match
Platform Diving,SWIMMING DIVING
Play,No Match
Pole Dancing,DANCE
Pole Fitness,EXERCISE AND FITNESS
Pole Vault,ATHLETICS TRACK AND FIELD
Pool,POOL
Pool Disco,EXERCISE AND FITNESS
Pool Party,No Match
Pool Party Public Swim,SWIMMING
Popdance Active & Able,DANCE
Popdance Fit,DANCE
Pound™,EXERCISE AND FITNESS
Power Assisted Exercise,EXERCISE AND FITNESS
Power Pilates,EXERCISE AND FITNESS
Power Step,EXERCISE AND FITNESS
Power Walking,RAMBLING
PowerWave™,EXERCISE AND FITNESS
Powerboating,SAILING POWERBOATING
Powerchair Football,WHEELCHAIR BASKETBALL
Powerhoop,EXERCISE AND FITNESS
Powerlifting,POWERLIFTING
Pre / Post Natal Classes,EXERCISE AND FITNESS
Pregnancy Pilates,EXERCISE AND FITNESS
Pregnancy Yoga,YOGA
Primal Bootcamp,EXERCISE AND FITNESS
Public Skate,ICE SKATING
Public Swim Sessions,SWIMMING
Public Swimming,SWIMMING
Pump,EXERCISE AND FITNESS
Pump Fx,EXERCISE AND FITNESS
Punch And Strike,BOXING
Pure Stretch,EXERCISE AND FITNESS
Qigong,CHINESE MARTIAL ARTS QIGONG
Queenax,EXERCISE AND FITNESS
Queenax Classes,EXERCISE AND FITNESS
RPM,CYCLING
Rabble,DANCE
Racing,No Match
Racket Sports,No Match
Racketball,SQUASH
Racquetball Court,No Match
Rave Fit,EXERCISE AND FITNESS
Ravefit,EXERCISE AND FITNESS
Real Tennis,REAL TENNIS
Rebound,EXERCISE AND FITNESS
Recreational Cycling,CYCLING
Reference Class,No Match
Reference Class Do Not Book,No Match
Referral Physio,No Match
Rehab Pilates,EXERCISE AND FITNESS
Relaxation,No Match
Resistance Bands,EXERCISE AND FITNESS
Resistance Training,EXERCISE AND FITNESS
Restorative Yoga,YOGA
Rhythmic Gymnastics,GYMNASTICS RHYTHMIC
Road Cycling,CYCLING
Rock Climbing,MOUNTAINEERING
Rock and Roll,DANCE
Rockbox Fitness,EXERCISE AND FITNESS
Roller Blading,ROLLER SPORTS
Roller Derby,ROLLER SPORTS ROLLER DERBY
Roller Disco,No Match
Roller Skating,ROLLER SPORTS
Roller Sports,ROLLER SPORTS
Ropner ParkPlay,No Match
Rounders,ROUNDERS
Rowing,ROWING
Rowing machine,EXERCISE AND FITNESS
Rpm™,CYCLING
Rugby,RUGBY UNION
Rugby League,RUGBY LEAGUE
Rugby Sevens,RUGBY UNION SEVENS
Rugby Union,RUGBY UNION
Run/Bike,No Match
Running,ATHLETICS
Running Club,ATHLETICS ROAD
SH Badminton,BADMINTON
SH Basketball,BASKETBALL
SH Casual 5 a side,FOOTBALL
SH Short Tennis,TENNIS
SH Table Tennis,TABLE TENNIS
SH Volleyball,VOLLEYBALL
SHILDON PARKPLAY,No Match
SOUTHALL PARKPLAY,No Match
Sailing,SAILING
"Saint Barnabas Church (Apr '24 - Mar ’25) Mon, 1.15pm (S&B L2)",No Match
Salsa,DANCE
Salsa Fitness,DANCE
Samba,DANCE
Sauna,No Match
Scaravelli Inspired Yoga,YOGA
Schooling,No Match
Scootering,No Match
Scotsbridge,No Match
Seated Exercise,EXERCISE AND FITNESS
Self Defence,EXERCISE AND FITNESS
Senior  Activities,No Match
Senior Group Cycle,CYCLING
Senior Keep Fit,EXERCISE AND FITNESS
Sequence Dancing,DANCE
Shapemaster,EXERCISE AND FITNESS
Shapemaster Booking,EXERCISE AND FITNESS
Shbam™,DANCE
Short Form Cricket,CRICKET
Short Mat Bowls,BOWLS SHORT MAT
Short Tennis,TENNIS
Short Tennis 1 adult 1 child ,TENNIS
Short Tennis 1 adult 1 child  Hall 2,TENNIS
Short Tennis Hall 1,TENNIS
Short Tennis hall 2,TENNIS
Singing,No Match
Sir David Wallace Studio Classes,EXERCISE AND FITNESS
Sit N B Fit,EXERCISE AND FITNESS
Sitting Volleyball,VOLLEYBALL
Skate Park,SKATEBOARDING
Skate Training,SKATEBOARDING
SkateBoarding,SKATEBOARDING
Skateboarding,SKATEBOARDING
Skiing,SNOWSPORT
Skillmill bootcamp,EXERCISE AND FITNESS
Skipping,SKIPPING
Sky Trail,No Match
Small Sided Football,FOOTBALL
Snooker,SNOOKER AND BILLIARDS
Snorkelling,SUB AQUA
Social,No Match
Social Badminton,BADMINTON
Soft Play,No Match
Soft Play Promotional Session,No Match
Sosa™,DANCE
South  Oxhey Play Rangers,No Match
Spa,No Match
Space Hire,No Match
Spin,CYCLING
Spin Xpress,CYCLING
Spin and Weights,EXERCISE AND FITNESS
Spinning,CYCLING
Spivi Virtual Class,EXERCISE AND FITNESS
Splash Aerobics,EXERCISE AND FITNESS
Sports Hall,No Match
Sprint,CYCLING
Sprint®,CYCLING
Squash,SQUASH
Squash - 40 Minute Booking,SQUASH
Squash - 40 Minutes,SQUASH
Squash - 45 Minutes,SQUASH
Squash - 60 Minutes,SQUASH
Squash - Double,SQUASH
Squash - Tennis Centre,SQUASH
Squash 40 Mins,SQUASH
Squash 45 Mins,SQUASH
Squash 57,SQUASH SQUASH57
Squash 60 Mins,SQUASH
Squash Adult,SQUASH
Squash Court,SQUASH
Squash Court Activities (ST),SQUASH
Squash Promotion,SQUASH
Staff App Access,No Match
Staff Training,No Match
Stand Up Paddleboarding,CANOEING SUP
Steam Room,No Match
Step,EXERCISE AND FITNESS
Step Aerobics,EXERCISE AND FITNESS
Steps to Health,EXERCISE AND FITNESS
Stones Orchard,No Match
Street Cheer,No Match
Street Dance,DANCE
Street Dance Fitness,DANCE
Strength,EXERCISE AND FITNESS
Strength & Power Workshop Intermediate,EXERCISE AND FITNESS
Strength & Toning,EXERCISE AND FITNESS
Strength Circuits,EXERCISE AND FITNESS
Strength and Balance,EXERCISE AND FITNESS
Strength and Conditioning,EXERCISE AND FITNESS
Strength and Core,EXERCISE AND FITNESS
Stretch,EXERCISE AND FITNESS
Stretch & Mobility,EXERCISE AND FITNESS
Stretch & Tone,EXERCISE AND FITNESS
Stretch And Tone,EXERCISE AND FITNESS
Stretch Class,EXERCISE AND FITNESS
Stretch and Relax Express,EXERCISE AND FITNESS
Stretch and Tone,EXERCISE AND FITNESS
"Stretch, Strength and Balance",EXERCISE AND FITNESS
Studio Hire,No Match
Studio Strength,EXERCISE AND FITNESS
Supervised Gym,EXERCISE AND FITNESS
Supple Strength,EXERCISE AND FITNESS
Support,No Match
Surfing,SURFING
Suspension,EXERCISE AND FITNESS
Sweat,EXERCISE AND FITNESS
Sweaty Mama,EXERCISE AND FITNESS
Swim Fit,SWIMMING
Swim For All,SWIMMING
Swim For All With Flume,SWIMMING
Swim For Fitness,SWIMMING
Swim For Fitness - 50m,SWIMMING
Swim For Fitness - Deep Water,SWIMMING
Swim For Fitness-Deep Water,SWIMMING
Swim For Fun,SWIMMING
Swim For Fun - Inflatable,SWIMMING
Swim For Fun With Flume,SWIMMING
Swim For Health,SWIMMING
Swim For Relaxation,SWIMMING
Swim for Ladies,SWIMMING
Swim for Ladies ,SWIMMING
Swim for Ladies & Girls,SWIMMING
Swim for Ladies & Kids,SWIMMING
"Swim, Slide & Waves",SWIMMING
SwimFit,SWIMMING
Swimfit,SWIMMING
Swimming,SWIMMING
Swimming Clubs,SWIMMING
Swimming For All,SWIMMING
Swimming Lessons,SWIMMING
Swimming Pool Hire,SWIMMING
Swing,DANCE
Synchronised Swimming,SWIMMING SYNCHRONISED
Synrgy,EXERCISE AND FITNESS
TRE,No Match
TREVERBYN PARKPLAY,No Match
TRX Class,EXERCISE AND FITNESS
Tabata,EXERCISE AND FITNESS
Tabata Strength,EXERCISE AND FITNESS
Table Ten 1 adult & child Paid hall 1,TABLE TENNIS
Table Ten 1 adult & child Paid hall 2,TABLE TENNIS
Table Tennis,TABLE TENNIS
Table Tennis (2 Adult paid  (Hall1),TABLE TENNIS
Table Tennis (2 Adult`s  (Hall2),TABLE TENNIS
Table Tennis (Booking),TABLE TENNIS
Table Tennis (Function Room),TABLE TENNIS
Table Tennis (Squash Court),TABLE TENNIS
Table Tennis (Tattenhoe),TABLE TENNIS
Table Tennis - Edward Herbert Building,TABLE TENNIS
Table Tennis - New Victory Hall Holywell,TABLE TENNIS
Table Tennis - Squash Courts,TABLE TENNIS
Table Tennis 60 Mins,TABLE TENNIS
Table Tennis 60 Minutes,TABLE TENNIS
Table Tennis Hall 1,TABLE TENNIS
Table Tennis Hall 2,TABLE TENNIS
Table Tennis Table,TABLE TENNIS
Taekwondo,TAEKWONDO
Tag Rugby,RUGBY UNION TAG
Tag Rugby League,RUGBY LEAGUE TOUCH
Tag Rugby Union,RUGBY UNION TAG
Tai Chi,CHINESE MARTIAL ARTS TAI CHI
Tameside Swim Academy,SWIMMING
Tameside Swim School,SWIMMING
Tanita Scan,No Match
Tap,DANCE
Tap Fitness,DANCE
Target Shooting,SHOOTING
Tea Dance,DANCE
Team Sports,No Match
Techniques Workshop Beginners+,No Match
Ten-Pin Bowling,TENPIN BOWLING
Tennis,TENNIS
Tennis - Indoor - Adult,TENNIS
Tennis - Indoor Court,TENNIS
Tennis - Outdoor Court,TENNIS
Tennis 1 Adult 1 Child ,TENNIS
Tennis 1 Adult 2 children ,TENNIS
Tennis 2 Adults ,TENNIS
Tennis 2 Adults 2 Children 15 and Under ,TENNIS
Tennis 60 Mins - Floodlights,TENNIS
Tennis 60 Mins - Outdoors,TENNIS
Tennis Court,TENNIS
Tennis Full Court  4 Adults ,TENNIS
This Girl Can Classes,No Match
Toddle Time (0-4yrs),EXERCISE AND FITNESS
Toddler Group,No Match
Toddler Tuesdays (0-5yrs),No Match
Toning Suite Induction,EXERCISE AND FITNESS
Top Rope Climbing,MOUNTAINEERING
Total Body Sculpt,EXERCISE AND FITNESS
Total Body Workout,EXERCISE AND FITNESS
Total Conditioning (Buggy Friendly),EXERCISE AND FITNESS
Touch Rugby League,RUGBY LEAGUE TOUCH
Touch Rugby Union,RUGBY UNION TOUCH
Tour,No Match
Tour & Membership Consultation,No Match
Track Cycling,CYCLING TRACK
Track Session,ATHLETICS TRACK AND FIELD
Track and Field,ATHLETICS TRACK AND FIELD
TrackPro,ATHLETICS TRACK AND FIELD
Trampoline Fitness,GYMNASTICS TRAMPOLINE & DMT
Trampolining,GYMNASTICS TRAMPOLINE & DMT
Triathlon,TRIATHLON
Trigger Point,EXERCISE AND FITNESS
Trigger Point Pilates,EXERCISE AND FITNESS
Triple HIIT,EXERCISE AND FITNESS
Trx®,EXERCISE AND FITNESS
Tumble Teds,No Match
Tumble Tikes,No Match
Ultimate Frisbee,ULTIMATE
Ulverston ParkPlay,No Match
Uppingham ParkPlay,No Match
Urban,No Match
Vange ParkPlay,No Match
ViPR Training,EXERCISE AND FITNESS
Vibe Power,EXERCISE AND FITNESS
Vinyasa Yoga,YOGA
Virtual,No Match
Virtual - RPM,CYCLING
Virtual - Sprint,CYCLING
Virtual - The Trip,EXERCISE AND FITNESS
Virtual Body Attack,EXERCISE AND FITNESS
Virtual Body Balance,EXERCISE AND FITNESS
Virtual Body Combat,EXERCISE AND FITNESS
Virtual Body Pump,EXERCISE AND FITNESS
Virtual Class,EXERCISE AND FITNESS
Virtual Classes,EXERCISE AND FITNESS
Virtual Dance Movement,DANCE
Virtual GRIT Cardio,EXERCISE AND FITNESS
Virtual GRIT Strength,EXERCISE AND FITNESS
Virtual Grit,EXERCISE AND FITNESS
Virtual Indoor Cycle ,CYCLING
Virtual Indoor Cycling,CYCLING
Virtual Online Class,EXERCISE AND FITNESS
Virtual Wellbeing,EXERCISE AND FITNESS
Virtual Yoga,YOGA
Voguing,DANCE
Volleyball,VOLLEYBALL
Volleyball Court,VOLLEYBALL
Walk and Tone,RAMBLING
Walking,RAMBLING
Walking Basketball,BASKETBALL
Walking Cricket,CRICKET
Walking Football,FOOTBALL
Walking Hockey,HOCKEY
Walking Netball,NETBALL
Walking Rugby,RUGBY UNION
Walking Tennis,TENNIS
Wally Walrus,SWIMMING
Warm Yoga,YOGA
Water Aerobics,EXERCISE AND FITNESS
Water Aerobics Gold,EXERCISE AND FITNESS
Water Polo,SWIMMING WATER POLO
Water-Based Classes,EXERCISE AND FITNESS
Wattbike,CYCLING
Weight Training,EXERCISE AND FITNESS
Weight management,No Match
Weightlifting,WEIGHTLIFTING
Wellbeing – Guided Meditation,No Match
Wellbeing – Sound Meditation,No Match
Wellness Consultation,No Match
Wheelchair Basketball,WHEELCHAIR BASKETBALL
Wheelchair Dance Sport,DANCE
Wheelchair Fencing,FENCING
Wheelchair Rugby,WHEELCHAIR RUGBY
Wheelchair Tennis,WHEELCHAIR BASKETBALL
White Water Course,CANOEING WILD WATER RACING
Whole Hall Hire,No Match
Whole Hall Hire (Fearnhill),No Match
Windsurfing,SAILING WINDSURFING
Women Only Swimming,SWIMMING
Womens Wednesday,No Match
Workshop,No Match
Wrestling,WRESTLING
Wushu,CHINESE MARTIAL ARTS TRADITIONAL WUSHU
X-Fit,EXERCISE AND FITNESS
X-treme Air,No Match
Yin Yoga,YOGA
Yoga,YOGA
Yoga & Pilates Fusion,YOGA
Yoga Nidra,YOGA
Yogalates,YOGA
Yogalates™,YOGA
Zumba,DANCE
Zumba ,DANCE
Zumba Glow,DANCE
Zumba Gold,DANCE
Zumba Strong®,DANCE
Zumba®,DANCE
Zumba® Gold,DANCE
Zumba® Gold Toning,DANCE
Zumba® Toning,DANCE
bACTIVE Live Well,No Match
latin,DANCE
resistance workshop,EXERCISE AND FITNESS
squash 1 Adult and 1 child  £10.10,SQUASH
squash 2 children £8.20,SQUASH
squash crt  2 Adults £13,SQUASH
wRECk Room,No Match
